Date,r1_tmin,r2_tmin,r1_tmax,r2_tmax,r1_tavg,r2_tavg,r1_pcp,r2_pcp
190001,19.6,4.4,36.4,28.6,28.0,16.4,1.66,4.07
190002,16.7,4.9,35.5,26.9,26.1,15.9,2.36,5.24
190003,25.9,8.5,50.8,30.9,38.4,19.7,1.57,4.54
190004,32.2,29.1,54.2,49.9,43.2,39.5,2.77,1.27
190005,37.9,36.2,65.3,62.7,51.6,49.5,2.42,2.89
190006,45.4,49.1,78.6,75.3,62.0,62.2,0.66,3.3
190007,46.1,54.1,80.8,77.8,63.4,65.9,0.22,3.98
190008,44.9,53.5,75.1,75.9,60.0,64.7,0.76,4.31
190009,39.6,46.3,66.1,69.2,52.8,57.7,1.23,2.52
190010,31.9,39.4,53.7,60.9,42.8,50.2,3.05,2.96
190011,22.0,25.2,40.5,42.2,31.2,33.7,2.66,6.51
190012,21.9,7.9,34.6,27.6,28.2,17.8,2.06,2.04
190101,16.9,4.1,32.9,24.5,24.9,14.3,3.53,2.38
190102,15.6,0.3,33.7,19.9,24.6,10.1,3.26,0.97
190103,22.4,14.9,41.6,34.7,32.0,24.8,2.03,4.03
190104,27.1,32.8,50.2,52.6,38.7,42.7,1.38,3.91
190105,40.0,41.6,65.8,63.3,52.9,52.5,2.27,4.82
190106,39.1,50.4,64.8,75.6,51.9,63.0,1.22,3.16
190107,49.6,56.5,84.2,79.3,66.9,67.9,0.29,4.47
190108,50.1,54.2,82.5,75.5,66.3,64.9,0.58,4.19
190109,37.7,45.2,63.5,68.2,50.6,56.7,1.41,2.91
190110,35.1,33.6,60.5,56.6,47.8,45.1,1.37,2.61
190111,25.7,18.9,45.7,34.5,35.7,26.7,1.48,2.28
190112,18.2,11.2,33.6,30.2,25.9,20.7,3.23,5.01
190201,12.0,2.7,30.9,24.5,21.4,13.6,1.94,2.3
190202,22.3,5.6,37.8,27.0,30.0,16.3,3.77,2.36
190203,21.0,23.3,39.3,43.2,30.2,33.3,1.8,4.36
190204,28.7,31.4,50.5,52.2,39.6,41.8,2.04,3.59
190205,37.1,38.2,61.8,61.5,49.4,49.9,2.37,3.97
190206,41.1,46.0,71.3,68.3,56.2,57.2,0.72,4.64
190207,44.8,52.8,76.7,73.5,60.8,63.2,1.46,4.99
190208,45.8,49.1,78.2,71.3,62.0,60.2,0.51,4.3
190209,37.2,46.3,69.2,67.0,53.2,56.6,0.56,4.29
190210,31.0,33.5,58.8,53.0,44.9,43.3,0.65,4.63
190211,23.1,26.5,38.6,46.3,30.9,36.4,3.74,1.44
190212,17.1,6.0,32.2,25.8,24.7,15.9,3.38,3.91
190301,17.1,6.0,31.1,25.6,24.1,15.8,4.26,3.21
190302,4.8,9.0,27.3,28.8,16.1,18.9,0.55,3.61
190303,21.4,26.1,40.8,45.6,31.1,35.8,3.14,4.87
190304,27.9,28.2,49.5,51.8,38.7,40.0,1.77,1.65
190305,34.1,38.9,60.0,69.7,47.1,54.3,2.02,0.41
190306,46.2,45.9,74.2,68.4,60.2,57.2,1.47,5.81
190307,45.3,52.9,76.6,74.8,60.9,63.8,0.9,4.95
190308,46.7,46.5,79.9,67.8,63.3,57.2,0.89,3.98
190309,37.4,43.6,65.2,70.0,51.3,56.8,1.39,1.16
190310,31.8,34.8,57.6,55.1,44.7,44.9,1.5,3.37
190311,22.8,19.2,40.1,38.1,31.4,28.7,4.32,1.48
190312,15.7,5.2,32.0,25.1,23.8,15.1,1.95,2.73
190401,14.2,-3.1,31.0,17.8,22.6,7.3,2.32,2.7
190402,18.0,-1.5,35.4,20.1,26.7,9.3,5.12,1.63
190403,23.5,14.6,37.8,33.9,30.7,24.2,5.75,2.07
190404,29.2,27.6,54.3,47.6,41.8,37.6,1.86,3.67
190405,36.3,43.5,61.9,69.5,49.1,56.5,1.09,3.31
190406,40.8,48.0,70.6,73.3,55.7,60.7,1.32,2.89
190407,47.2,52.8,79.0,76.6,63.1,64.7,1.17,3.93
190408,48.5,48.7,80.9,73.1,64.7,60.9,0.58,4.75
190409,40.7,41.7,72.1,63.9,56.4,52.8,0.43,6.63
190410,33.8,30.9,58.2,51.5,46.0,41.2,1.82,3.03
190411,25.1,15.8,49.1,35.8,37.1,25.8,0.89,0.99
190412,16.5,0.4,33.7,21.0,25.1,10.7,2.83,1.75
190501,17.5,1.2,31.7,21.6,24.6,11.4,1.63,2.4
190502,11.9,-2.1,33.8,21.4,22.8,9.7,0.97,1.22
190503,26.8,12.9,47.2,37.0,37.0,24.9,2.94,2.49
190504,30.7,28.0,55.2,49.5,43.0,38.7,1.68,2.06
190505,35.5,39.3,58.3,63.5,46.9,51.4,2.6,2.36
190506,41.6,47.1,67.8,71.1,54.7,59.1,2.33,4.82
190507,49.0,55.1,81.7,77.2,65.4,66.1,0.4,6.15
190508,48.2,49.4,81.0,72.8,64.6,61.1,0.44,4.24
190509,40.7,44.6,70.8,65.4,55.8,55.0,0.99,5.75
190510,26.9,33.1,51.2,55.8,39.1,44.5,1.32,2.07
190511,20.5,20.2,43.3,39.0,31.9,29.6,2.05,2.45
190512,12.3,12.1,28.7,31.9,20.5,22.0,1.6,2.99
190601,15.1,11.9,30.6,33.4,22.9,22.6,4.17,1.96
190602,19.0,3.6,34.7,28.7,26.8,16.1,2.65,2.53
190603,18.4,10.2,38.1,30.4,28.2,20.3,3.27,2.61
190604,30.7,27.6,56.1,50.2,43.4,38.9,1.36,1.68
190605,36.9,38.4,60.4,63.0,48.6,50.7,3.42,4.75
190606,40.5,48.7,65.5,73.5,53.0,61.1,2.25,4.82
190607,50.5,52.7,84.4,77.7,67.5,65.2,0.28,3.75
190608,48.3,53.3,79.0,78.5,63.7,65.9,1.36,3.25
190609,40.4,44.2,71.5,70.8,56.0,57.5,0.8,2.47
190610,32.5,34.0,58.4,56.8,45.4,45.4,0.88,3.52
190611,22.0,22.6,38.5,38.1,30.3,30.3,3.85,2.7
190612,23.7,4.1,35.5,25.1,29.6,14.6,4.23,3.07
190701,10.8,1.9,27.0,23.2,18.9,12.6,4.14,2.1
190702,23.4,-3.5,41.5,20.2,32.4,8.3,3.19,1.16
190703,27.4,16.0,41.2,37.5,34.3,26.8,4.35,2.15
190704,30.1,24.6,51.9,46.1,41.0,35.4,1.79,3.38
190705,35.4,34.7,62.0,57.3,48.7,46.0,1.23,2.62
190706,41.1,47.2,64.3,73.3,52.7,60.3,3.22,4.21
190707,48.0,53.1,78.3,77.1,63.1,65.1,1.07,4.29
190708,44.3,47.9,74.5,72.9,59.4,60.4,1.32,1.71
190709,39.3,47.3,68.5,65.2,53.9,56.2,0.95,7.81
190710,34.9,29.2,62.3,50.9,48.6,40.0,1.31,4.89
190711,23.3,22.4,43.3,39.7,33.3,31.1,1.56,3.34
190712,18.8,14.7,32.9,32.4,25.9,23.6,3.7,3.7
190801,14.9,5.0,32.1,27.6,23.5,16.3,1.47,2.11
190802,17.9,0.9,36.9,23.0,27.4,12.0,1.6,3.92
190803,23.2,15.5,42.6,37.2,32.9,26.4,1.77,2.31
190804,29.6,26.1,56.8,47.7,43.2,36.9,1.09,3.03
190805,35.1,43.2,55.7,66.8,45.4,55.0,3.27,4.87
190806,40.7,47.3,64.0,75.8,52.3,61.5,3.28,2.6
190807,50.0,55.3,82.2,81.4,66.1,68.4,0.75,2.86
190808,46.5,49.6,76.8,73.9,61.6,61.8,0.88,3.59
190809,40.5,44.6,69.3,74.0,54.9,59.3,1.52,1.09
190810,31.6,34.2,51.4,60.8,41.5,47.5,2.91,2.01
190811,22.7,24.8,43.4,40.5,33.1,32.7,1.29,1.46
190812,15.6,8.1,29.8,28.3,22.7,18.2,1.85,2.72
190901,17.4,7.0,32.3,27.4,24.8,17.2,6.38,4.51
190902,21.3,7.2,35.5,29.1,28.4,18.1,3.34,4.63
190903,23.9,14.3,43.6,34.2,33.8,24.2,1.54,2.01
190904,25.6,27.1,48.9,48.8,37.2,37.9,0.86,3.17
190905,33.6,39.4,58.7,61.0,46.2,50.2,1.97,4.69
190906,43.3,48.0,71.6,74.6,57.4,61.3,1.04,3.36
190907,47.8,50.6,79.0,75.5,63.4,63.0,1.87,2.66
190908,47.0,49.0,80.4,74.7,63.7,61.8,0.55,3.45
190909,42.8,43.4,67.6,67.0,55.2,55.2,2.49,4.23
190910,31.5,32.9,56.3,53.3,43.9,43.1,1.29,1.37
190911,27.1,25.6,41.0,44.7,34.0,35.1,5.57,2.17
190912,10.5,11.3,24.2,26.0,17.4,18.7,2.73,1.94
191001,9.1,7.5,25.9,27.9,17.5,17.7,3.08,3.19
191002,11.3,2.4,28.3,26.5,19.8,14.4,3.55,4.24
191003,28.0,21.3,50.4,44.2,39.2,32.8,1.44,1.15
191004,32.5,33.8,59.3,56.0,45.9,44.9,1.71,2.8
191005,37.2,40.1,65.0,62.1,51.1,51.1,1.75,4.45
191006,41.6,47.6,73.7,69.7,57.6,58.6,0.4,3.42
191007,50.3,53.9,83.4,79.0,66.9,66.4,0.42,2.44
191008,42.8,50.1,77.9,73.4,60.4,61.8,0.1,3.99
191009,41.2,43.4,69.2,66.4,55.2,54.9,1.5,4.31
191010,32.3,34.6,58.6,56.5,45.5,45.6,1.97,2.35
191011,26.6,24.1,41.2,37.2,33.9,30.6,4.86,2.56
191012,20.8,2.5,33.7,23.0,27.2,12.8,2.1,2.23
191101,16.4,5.2,31.8,27.9,24.1,16.6,4.29,1.9
191102,11.1,1.6,29.7,24.4,20.4,13.0,1.39,2.62
191103,22.4,9.6,45.8,34.5,34.1,22.0,0.93,3.23
191104,27.1,23.4,50.7,49.3,38.9,36.3,1.57,0.97
191105,34.7,44.2,57.8,73.3,46.3,58.8,2.96,1.49
191106,45.5,47.5,69.7,70.9,57.6,59.2,3.05,3.08
191107,47.7,54.7,79.9,82.3,63.8,68.5,0.26,4.08
191108,43.6,51.7,77.9,76.1,60.8,63.9,0.37,4.09
191109,38.5,42.2,66.7,65.7,52.6,53.9,0.97,4.02
191110,28.4,32.5,53.1,54.0,40.7,43.2,2.38,4.19
191111,19.3,21.3,35.8,38.8,27.6,30.0,2.78,2.52
191112,14.3,20.0,30.3,34.7,22.3,27.3,1.95,3.17
191201,15.4,-4.5,30.1,17.0,22.7,6.2,3.45,2.24
191202,20.6,1.5,35.6,24.3,28.1,12.9,2.47,2.15
191203,19.9,9.1,39.4,33.2,29.6,21.1,2.13,3.54
191204,29.1,26.8,49.8,50.3,39.4,38.6,3.12,3.13
191205,35.7,40.3,59.9,64.4,47.8,52.3,2.69,6.42
191206,44.0,44.2,71.9,71.8,57.9,58.0,1.62,1.93
191207,46.8,51.7,75.4,79.1,61.1,65.4,1.51,2.83
191208,45.5,48.9,73.8,69.9,59.7,59.4,1.55,4.57
191209,35.3,45.3,62.0,64.5,48.6,54.9,1.11,5.6
191210,29.9,35.6,50.1,57.9,40.0,46.8,2.62,3.66
191211,25.3,25.2,41.7,42.4,33.5,33.8,2.29,3.61
191212,14.9,16.5,31.4,35.2,23.1,25.8,2.03,3.01
191301,10.7,14.8,27.3,35.0,19.0,24.9,3.94,3.61
191302,9.1,4.1,29.2,24.2,19.1,14.2,1.04,1.65
191303,20.3,20.1,37.4,41.8,28.8,31.0,2.67,6.44
191304,29.3,30.9,54.0,53.9,41.6,42.4,1.37,2.01
191305,37.8,38.0,62.6,61.5,50.2,49.8,2.03,3.68
191306,44.8,44.9,68.7,74.1,56.7,59.5,3.54,1.5
191307,48.3,52.1,76.0,78.9,62.1,65.5,1.98,4.06
191308,48.6,49.4,79.6,75.7,64.1,62.5,0.76,1.91
191309,39.6,41.0,69.8,67.4,54.7,54.2,0.92,2.5
191310,29.8,41.0,51.6,58.5,40.7,49.8,1.9,5.21
191311,26.8,26.6,41.7,44.8,34.2,35.7,3.49,2.14
191312,12.6,14.8,30.1,32.4,21.3,23.6,1.9,3.03
191401,19.6,1.1,34.2,24.4,26.9,12.7,4.03,2.04
191402,16.6,-4.6,33.8,20.6,25.2,8.0,2.14,1.74
191403,23.7,16.9,46.2,35.4,35.0,26.2,1.03,3.26
191404,31.5,25.3,53.7,45.8,42.6,35.6,2.22,4.93
191405,38.0,39.6,66.2,67.5,52.1,53.6,1.6,1.21
191406,42.1,45.8,67.2,71.1,54.7,58.5,2.76,3.03
191407,49.9,52.2,81.6,75.3,65.8,63.8,0.89,4.02
191408,45.9,51.6,80.5,74.6,63.2,63.1,0.16,5.14
191409,38.4,42.2,66.3,67.4,52.3,54.8,1.84,2.1
191410,35.0,36.6,55.7,59.5,45.3,48.1,2.39,1.64
191411,21.6,19.9,45.8,39.6,33.7,29.8,1.09,2.55
191412,6.7,7.4,26.3,27.7,16.5,17.6,1.02,2.0
191501,11.0,8.0,29.2,28.8,20.1,18.4,1.68,2.99
191502,23.0,11.4,39.0,31.8,31.0,21.6,2.19,4.19
191503,25.4,13.6,48.4,33.7,36.9,23.6,1.44,0.32
191504,33.8,33.4,59.8,57.2,46.8,45.3,2.0,1.83
191505,37.3,36.2,57.5,60.1,47.4,48.2,4.85,1.94
191506,39.5,45.6,67.4,73.2,53.5,59.4,1.36,2.65
191507,46.6,53.4,76.7,75.6,61.6,64.5,1.69,8.4
191508,49.8,51.9,84.6,72.6,67.2,62.3,0.27,5.43
191509,39.3,47.4,65.6,71.3,52.5,59.3,1.69,2.5
191510,31.8,36.5,59.4,56.6,45.6,46.6,0.78,2.57
191511,22.7,25.4,38.5,42.6,30.6,34.0,2.84,2.47
191512,16.6,13.7,31.4,28.5,24.0,21.1,2.93,3.9
191601,6.1,7.3,23.4,30.5,14.8,18.9,4.55,2.16
191602,18.5,4.0,35.4,23.7,26.9,13.9,3.86,3.17
191603,25.5,6.5,44.6,30.8,35.1,18.7,3.12,2.37
191604,29.8,29.4,54.5,50.3,42.2,39.8,1.42,2.69
191605,31.8,40.4,56.3,62.6,44.1,51.5,1.73,3.71
191606,39.3,47.7,68.3,67.6,53.8,57.7,1.6,4.87
191607,48.3,57.6,79.1,80.0,63.7,68.8,1.37,3.56
191608,45.6,52.9,78.3,78.3,62.0,65.6,0.81,2.88
191609,38.9,44.2,69.1,67.6,54.0,55.9,0.83,5.33
191610,28.6,32.6,52.3,58.2,40.4,45.4,1.75,2.09
191611,16.4,21.0,36.8,39.3,26.6,30.2,1.96,3.45
191612,10.9,10.0,26.4,26.8,18.6,18.4,3.33,2.51
191701,6.4,3.9,24.0,25.2,15.2,14.5,2.3,3.02
191702,13.8,-1.0,31.1,23.1,22.5,11.0,3.35,1.73
191703,13.0,15.7,31.3,35.7,22.2,25.7,2.43,2.54
191704,27.2,28.1,44.7,45.8,36.0,37.0,2.6,2.19
191705,35.2,34.4,57.0,53.9,46.1,44.2,2.75,2.96
191706,39.2,49.5,68.4,70.8,53.8,60.2,0.68,5.39
191707,50.2,55.7,84.0,78.8,67.1,67.2,0.35,3.4
191708,45.9,54.4,80.3,76.7,63.1,65.6,0.19,5.26
191709,41.6,40.5,72.3,66.1,57.0,53.3,1.83,1.92
191710,30.1,32.6,58.8,50.8,44.5,41.7,0.26,6.6
191711,26.1,17.5,46.7,36.4,36.4,27.0,1.98,0.92
191712,27.7,-3.5,40.5,19.0,34.1,7.8,4.92,2.41
191801,19.5,-6.0,33.5,16.2,26.5,5.1,3.59,2.5
191802,15.0,-0.9,34.0,25.4,24.5,12.2,2.48,2.48
191803,24.4,13.3,45.6,38.2,35.0,25.7,2.29,2.01
191804,26.8,27.5,52.0,53.0,39.4,40.3,1.09,1.99
191805,33.6,44.8,59.9,69.6,46.8,57.2,1.43,3.67
191806,47.6,45.1,79.1,69.5,63.4,57.3,1.07,4.02
191807,49.8,54.6,80.6,78.2,65.2,66.4,1.11,3.04
191808,45.3,51.4,73.8,77.0,59.5,64.2,1.3,3.41
191809,42.9,42.5,71.0,61.8,57.0,52.1,1.7,7.41
191810,35.9,35.6,56.1,56.8,46.0,46.2,2.61,5.39
191811,21.7,25.4,39.2,42.0,30.4,33.7,1.36,3.15
191812,15.0,14.2,31.8,31.0,23.4,22.6,1.27,2.59
191901,13.4,10.0,34.1,29.1,23.8,19.5,1.87,1.98
191902,17.8,8.6,33.5,29.3,25.7,18.9,4.03,1.76
191903,22.4,18.9,42.0,39.7,32.2,29.3,2.2,3.78
191904,30.3,28.2,55.0,49.1,42.6,38.6,1.72,2.54
191905,36.1,41.0,65.0,63.8,50.5,52.4,0.97,4.54
191906,41.7,51.3,75.2,77.7,58.5,64.5,0.07,3.08
191907,49.1,54.0,84.6,79.5,66.9,66.8,0.27,2.77
191908,48.7,50.0,81.4,72.6,65.0,61.3,0.35,3.96
191909,41.0,44.7,69.4,67.2,55.2,56.0,1.29,4.54
191910,28.0,35.1,47.0,55.7,37.5,45.4,2.01,4.72
191911,19.6,24.1,36.6,39.6,28.1,31.9,2.86,4.07
191912,6.9,3.9,25.6,24.9,16.3,14.4,2.43,1.45
192001,13.8,-7.1,31.5,18.2,22.6,5.5,1.84,1.96
192002,17.6,3.8,38.2,25.8,27.9,14.8,0.81,3.33
192003,21.9,15.6,39.9,39.8,30.9,27.7,2.95,3.65
192004,27.2,27.2,45.9,46.3,36.5,36.8,2.72,6.22
192005,34.3,36.8,59.5,63.4,46.9,50.1,1.42,1.92
192006,40.8,48.8,69.0,72.7,54.9,60.8,1.32,3.46
192007,50.1,52.2,83.2,75.2,66.7,63.7,0.44,4.96
192008,47.7,54.5,79.4,78.1,63.6,66.3,1.11,3.27
192009,41.3,46.4,67.3,69.0,54.3,57.7,1.83,5.31
192010,32.0,38.8,49.6,62.2,40.8,50.5,3.16,2.79
192011,24.0,22.8,37.6,37.1,30.8,30.0,2.84,4.51
192012,19.1,15.4,31.6,30.1,25.3,22.8,3.43,5.46
192101,17.5,7.6,32.2,28.4,24.9,18.0,3.59,1.24
192102,17.7,8.6,35.6,30.6,26.7,19.5,2.26,2.05
192103,25.7,23.9,44.9,46.0,35.3,35.0,2.36,3.33
192104,28.0,33.7,48.4,59.0,38.2,46.4,2.89,3.14
192105,37.8,39.9,61.2,68.5,49.6,54.2,3.43,1.74
192106,45.7,47.1,72.7,74.7,59.2,60.9,1.18,2.85
192107,48.4,59.5,81.8,83.0,65.1,71.3,0.43,4.22
192108,48.0,50.0,79.6,74.6,63.8,62.3,0.68,3.33
192109,35.9,45.7,63.4,72.0,49.6,58.8,1.02,2.21
192110,31.9,33.5,61.6,57.0,46.7,45.2,0.99,3.33
192111,24.9,23.0,44.3,36.8,34.6,29.9,3.86,5.56
192112,17.0,6.9,33.2,26.8,25.1,16.9,2.99,1.97
192201,4.2,-1.0,22.9,23.1,13.5,11.0,2.38,2.11
192202,10.4,5.9,29.2,28.9,19.8,17.4,2.49,2.92
192203,16.9,17.9,36.0,38.8,26.4,28.3,2.67,4.11
192204,25.4,28.4,46.0,50.9,35.7,39.6,2.6,4.04
192205,35.0,39.9,60.6,67.5,47.8,53.7,1.57,3.06
192206,44.7,52.5,76.4,72.7,60.6,62.6,1.29,8.92
192207,48.8,53.7,81.8,77.5,65.3,65.6,0.68,2.33
192208,51.5,52.0,79.6,75.0,65.5,63.5,1.82,4.82
192209,40.8,45.6,74.0,70.3,57.4,58.0,0.37,2.06
192210,32.7,34.4,60.2,55.5,46.5,45.0,0.86,2.37
192211,20.4,25.4,38.6,40.7,29.5,33.0,1.3,1.61
192212,13.8,8.2,28.8,28.5,21.3,18.4,4.24,2.44
192301,18.1,-0.9,33.4,21.9,25.8,10.5,3.83,4.36
192302,8.7,-4.2,30.6,21.2,19.6,8.5,1.15,1.49
192303,18.1,8.8,39.6,33.1,28.8,20.9,1.54,2.34
192304,28.6,26.5,51.2,49.0,39.9,37.7,2.69,4.32
192305,37.2,35.9,60.7,63.0,49.0,49.5,2.44,2.48
192306,42.3,48.3,65.4,74.5,53.8,61.4,3.26,2.9
192307,51.6,50.2,82.0,75.5,66.8,62.9,1.2,3.46
192308,48.1,48.1,78.5,74.1,63.3,61.1,1.17,2.2
192309,41.5,46.6,72.2,68.3,56.9,57.5,0.85,3.56
192310,31.8,33.4,51.9,57.1,41.8,45.2,3.06,4.31
192311,23.4,23.6,44.8,42.7,34.1,33.2,1.73,4.23
192312,14.0,20.2,31.1,36.4,22.5,28.3,2.66,3.23
192401,8.4,5.8,26.9,28.8,17.6,17.3,1.61,3.72
192402,23.9,-2.6,41.0,22.6,32.4,10.0,2.33,2.22
192403,20.0,19.0,39.5,36.4,29.8,27.7,1.36,1.05
192404,28.0,27.3,52.4,48.0,40.2,37.6,0.78,4.75
192405,37.2,37.3,69.5,58.8,53.3,48.1,0.35,3.61
192406,41.0,45.4,72.6,72.2,56.8,58.8,0.71,2.68
192407,47.9,52.5,81.4,77.3,64.6,64.9,0.67,3.86
192408,45.3,51.3,79.1,74.7,62.2,63.0,0.54,3.97
192409,39.1,42.6,70.4,65.0,54.7,53.8,0.76,6.84
192410,32.7,32.6,54.0,58.2,43.4,45.4,2.65,0.71
192411,22.0,23.7,39.1,43.8,30.5,33.7,2.86,3.43
192412,7.5,7.3,24.4,26.2,15.9,16.8,3.08,1.73
192501,17.0,-2.4,31.2,22.4,24.1,10.0,3.76,3.22
192502,23.7,12.7,39.2,35.0,31.5,23.8,3.28,3.01
192503,24.4,21.6,44.8,41.7,34.6,31.6,2.12,3.92
192504,31.5,28.5,55.1,52.2,43.3,40.4,2.55,2.24
192505,39.1,36.2,65.9,59.5,52.5,47.9,1.76,2.65
192506,43.6,51.3,70.0,74.6,56.8,62.9,2.02,5.47
192507,51.2,52.5,84.2,74.4,67.7,63.4,1.01,5.33
192508,46.2,50.3,77.5,76.0,61.8,63.2,1.3,2.35
192509,41.6,45.0,67.6,66.1,54.6,55.5,1.94,5.83
192510,29.9,28.5,53.3,46.7,41.6,37.6,1.8,4.66
192511,23.1,22.4,40.1,41.6,31.6,32.0,1.71,3.88
192512,23.0,12.4,35.0,28.2,29.0,20.3,2.82,1.92
192601,13.4,6.4,29.8,26.8,21.6,16.6,1.9,2.53
192602,23.7,1.6,39.5,24.2,31.6,12.9,3.37,2.98
192603,23.7,7.7,48.1,31.1,35.9,19.4,1.07,2.32
192604,32.8,23.5,60.3,43.0,46.5,33.2,1.47,3.09
192605,37.3,35.7,63.4,62.2,50.4,48.9,1.58,1.42
192606,44.4,44.4,76.0,68.9,60.2,56.6,0.86,4.16
192607,50.4,51.2,83.2,76.8,66.8,64.0,0.77,4.35
192608,48.5,52.5,78.7,73.5,63.6,63.0,1.6,3.78
192609,34.7,43.7,63.6,65.6,49.2,54.6,1.14,3.12
192610,31.9,33.0,58.3,52.3,45.1,42.6,1.1,5.39
192611,28.2,23.6,43.5,41.3,35.8,32.5,5.39,3.87
192612,16.6,4.2,30.1,24.1,23.4,14.1,2.54,1.8
192701,15.8,5.2,31.3,26.1,23.5,15.6,2.88,2.29
192702,20.7,10.1,35.4,30.2,28.1,20.1,4.21,2.86
192703,22.5,18.8,42.0,41.5,32.2,30.1,1.69,1.43
192704,27.8,26.6,50.5,51.7,39.2,39.1,1.66,1.28
192705,35.8,38.1,56.4,59.3,46.1,48.7,2.98,3.86
192706,44.1,43.6,71.3,69.1,57.7,56.4,1.28,2.09
192707,48.7,53.9,82.0,76.4,65.4,65.2,0.33,4.33
192708,47.3,48.9,77.2,71.5,62.3,60.2,0.97,4.4
192709,40.4,43.8,64.6,68.1,52.5,56.0,2.74,1.67
192710,33.5,36.9,57.2,58.8,45.3,47.9,2.33,5.91
192711,29.6,27.9,42.1,45.6,35.9,36.8,6.55,10.61
192712,8.9,13.8,26.7,31.2,17.8,22.5,2.53,4.96
192801,16.3,8.2,31.0,27.6,23.6,17.9,2.55,2.99
192802,14.8,5.5,34.6,27.6,24.7,16.5,0.78,2.46
192803,24.5,14.9,44.6,34.6,34.5,24.8,3.51,2.61
192804,27.4,26.5,49.1,46.7,38.3,36.6,1.65,3.36
192805,39.6,39.0,69.1,62.2,54.4,50.6,0.74,3.98
192806,41.4,47.8,67.0,68.9,54.2,58.4,1.34,4.58
192807,50.2,55.3,81.6,77.7,65.9,66.5,0.61,3.68
192808,44.8,56.6,78.5,77.0,61.7,66.8,0.38,4.84
192809,38.5,41.9,72.6,63.8,55.5,52.9,0.44,3.61
192810,31.7,34.8,55.9,57.5,43.8,46.2,1.65,2.79
192811,23.8,23.8,40.5,42.0,32.1,32.9,1.95,2.56
192812,10.3,17.3,28.5,33.5,19.4,25.4,2.32,1.57
192901,3.9,3.9,23.2,24.9,13.5,14.4,3.04,3.08
192902,6.5,4.9,26.6,27.7,16.5,16.3,1.53,2.72
192903,22.7,19.8,41.9,39.8,32.3,29.8,2.1,3.67
192904,27.0,29.4,47.7,49.7,37.3,39.5,2.32,5.38
192905,34.2,38.5,62.2,65.4,48.2,51.9,0.72,3.91
192906,41.5,49.7,69.3,73.5,55.4,61.6,1.75,4.71
192907,48.6,50.8,82.8,77.4,65.8,64.1,0.22,2.28
192908,49.6,48.1,84.0,72.5,66.8,60.3,0.54,3.03
192909,36.6,45.8,65.3,70.2,51.0,58.0,0.7,3.02
192910,30.0,32.5,59.3,54.5,44.6,43.5,1.01,2.78
192911,16.3,24.8,40.9,41.1,28.6,33.0,0.31,2.65
192912,21.8,10.3,38.1,27.4,29.9,18.9,4.32,3.37
193001,0.2,6.8,20.5,28.0,10.4,17.4,2.13,2.89
193002,24.2,6.8,40.1,31.0,32.1,18.9,2.99,1.16
193003,23.3,17.0,44.4,36.3,33.8,26.7,1.85,4.43
193004,33.3,25.2,59.8,50.2,46.6,37.7,2.13,1.54
193005,35.8,41.5,60.1,65.7,48.0,53.6,2.43,4.63
193006,40.4,53.4,70.8,77.5,55.6,65.5,1.02,5.04
193007,50.7,52.5,83.1,76.3,66.9,64.4,0.51,4.45
193008,51.3,50.0,79.6,74.2,65.5,62.1,1.62,2.58
193009,40.8,46.6,69.0,70.7,54.9,58.7,1.56,2.54
193010,31.1,32.8,51.9,56.6,41.5,44.7,2.29,2.13
193011,15.6,25.7,38.2,44.1,26.9,34.9,1.98,2.77
193012,7.8,13.6,25.8,30.3,16.8,21.9,0.89,1.5
193101,13.4,2.6,31.1,25.5,22.2,14.1,1.71,2.24
193102,15.9,4.9,35.8,28.5,25.8,16.7,1.41,1.65
193103,22.0,20.3,42.4,39.2,32.2,29.8,2.96,2.5
193104,28.6,30.0,54.3,54.4,41.5,42.2,1.25,2.76
193105,36.3,40.5,66.2,65.5,51.3,53.0,0.91,4.28
193106,44.7,48.6,74.5,73.2,59.6,60.9,0.77,4.51
193107,50.6,57.7,85.4,80.1,68.0,68.9,0.43,7.08
193108,48.2,51.2,82.4,74.6,65.3,62.9,0.27,2.63
193109,40.9,48.2,68.3,69.7,54.6,58.9,1.33,5.44
193110,31.7,36.7,57.1,59.3,44.4,48.0,1.57,3.01
193111,16.8,30.2,36.8,48.1,26.8,39.2,2.34,1.92
193112,11.6,14.0,28.1,32.8,19.8,23.4,3.66,3.2
193201,9.0,18.4,25.7,35.5,17.3,27.0,2.41,3.98
193202,10.8,8.9,31.1,28.9,21.0,18.9,2.14,1.91
193203,21.8,13.5,38.1,32.2,30.0,22.8,3.82,3.34
193204,29.6,27.4,52.2,48.1,40.9,37.7,2.26,3.13
193205,37.7,38.5,61.2,66.5,49.5,52.5,2.67,2.12
193206,44.0,47.4,70.7,72.9,57.4,60.2,1.66,2.72
193207,48.2,51.5,79.9,74.5,64.1,63.0,1.27,5.74
193208,45.8,52.4,78.6,76.9,62.2,64.6,0.79,3.88
193209,37.6,45.0,72.3,69.5,55.0,57.2,0.19,3.16
193210,30.2,38.0,54.2,57.4,42.2,47.7,1.48,4.42
193211,25.4,20.2,43.8,40.2,34.6,30.2,2.92,5.86
193212,7.2,15.7,25.8,35.2,16.5,25.5,2.6,1.62
193301,13.7,16.4,30.0,35.6,21.9,26.0,3.6,2.05
